run1,run2,family,skew_trec,skew_cop,collection
7,23,t,2.1957834428733,-0.000480353444570664,web2010
7,24,J,0.533503094232272,-0.0137653441918496,web2010
7,25,J,0.386209466060577,0.00385546690779115,web2010
7,26,J,0.610976397142221,-0.00200832084653852,web2010
7,27,J,-0.176938046847497,-0.0119966200460965,web2010
7,29,G,0.546867053960535,0.0155851839051025,web2010
7,30,t,0.550124920026397,0.0047680805949736,web2010
7,31,G,0.236929130766224,-0.0161339060013136,web2010
7,32,G,1.83016711026803,0.00106129761715527,web2010
7,33,Tawn,1.86889339932563,0.948980015121499,web2010
7,35,G,0.248696229227437,-0.0225746067480507,web2010
7,36,G,0.68213305697712,-0.0186779723623463,web2010
7,37,Tawn2,-0.643835332453109,-0.65049126571384,web2010
7,38,J,0.905259054926339,-0.014966784439478,web2010
7,39,G,0.835623644922656,0.0016104803313849,web2010
7,40,J,0.0514779651677697,0.0158936584831089,web2010
7,41,J,-0.0355259482139926,-0.0078673885355277,web2010
7,43,J,-0.121233210856071,0.00196734886070595,web2010
7,44,J,1.24622181347072,0.00716684488644211,web2010
7,45,J,0.131877611639364,-0.000503251651059874,web2010
7,46,I,-0.253335829573009,0.00615426809739318,web2010
7,48,I,-0.4038200766549,0.00485137054084016,web2010
7,49,J,0.0519794434789124,-0.0132469025840305,web2010
7,50,SC,0.352986465058324,-0.0129833236560743,web2010
7,51,G,2.17578877562414,0.00724146535133017,web2010
7,52,J,2.08239621526454,0.0141676336980393,web2010
7,53,G,1.57045666625795,0.0115365333280519,web2010
7,54,G,-0.352242376468674,0.00666942045138513,web2010
7,55,G,0.718469173660726,0.00725157368218305,web2010
7,56,G,-0.411672647237946,-0.00700710253936459,web2010
7,57,BB7,-0.213587376344115,-0.00307168745681636,web2010
7,60,SC,1.12143181520693,-0.00695761628195391,web2010
7,61,SC,0.963495560392523,-0.0012376311564348,web2010
7,62,G,0.957683061943827,0.00530252498486548,web2010
7,66,J,0.19897483148407,-0.0156882183942638,web2010
7,68,t,-0.231199544812126,0.00943269776118746,web2010
7,69,J,1.49296368471715,-0.00281036960921217,web2010
7,70,J,0.843957650197253,-0.00943599616032425,web2010
7,71,J,1.94755523687038,0.014240243226566,web2010
7,72,J,1.82505987812323,-0.00834020036147887,web2010
7,74,J,1.76084304720692,0.0129660644327655,web2010
7,77,G,0.741565295660183,0.0138028211788165,web2010
7,79,J,1.06810130327871,-0.0177763042626817,web2010
7,80,J,1.16568591310099,-0.00249307238728054,web2010
7,81,J,0.797370710154164,0.012396104655805,web2010
7,82,J,0.935963495026834,-0.00883380462643676,web2010
7,85,J,0.209598695334484,-0.00239355838527629,web2010
7,87,Tawn2,-0.61216864575499,-0.55510323281818,web2010
7,88,J,1.29391380874373,-0.00654703819116386,web2010
8,9,J,0.0249507222894346,-0.0032991950267015,web2010
8,10,SG,-0.728434422641144,0.00111417763428093,web2010
8,11,Tawn2,-1.64154051948283,-0.620233519164129,web2010
8,12,Tawn2_180,-0.915085822625478,0.447894519245064,web2010
8,13,N,-1.10327967921357,-0.00391169924108379,web2010
8,14,I,-0.827611515662646,-0.0218680260548864,web2010
8,15,Tawn2_270,-0.599696687638624,0.0533026356078263,web2010
8,16,I,-1.25857014190975,-0.008684617767476,web2010
8,17,I,-1.12980243639256,0.00109735188862657,web2010
8,18,I,-0.622130219465942,0.00183789482124396,web2010
8,19,J,-0.774831606295571,0.0118375122642685,web2010
8,20,Tawn,-0.31053518072732,0.48552886868989,web2010
8,21,Tawn2_180,-1.29909098477627,0.229710702950338,web2010
8,22,I,-1.21943897556904,-0.00279251613613941,web2010
8,23,Tawn180,-1.26593153455494,-0.112754669269115,web2010
8,24,N,-1.2603909339777,0.0018553564984197,web2010
8,25,G,-1.1324092140406,0.0132846072038353,web2010
8,26,J,-1.1857908298264,-0.0175727334916204,web2010
8,27,J,-1.28702879767441,0.00763025383538788,web2010
8,29,F,-1.48201284145906,0.000675438549212633,web2010
8,30,N,-1.47953708090239,0.00643513902140418,web2010
8,31,J,-0.986635847073276,0.00958744692196483,web2010
8,32,J,-0.853470669942279,0.0112578544416728,web2010
8,33,J,-0.711610883630753,0.00356812262641102,web2010
8,35,Tawn2_180,-0.954183356724648,0.529988880750513,web2010
8,36,I,-1.14586097370638,-0.00218914289884926,web2010
